"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"2","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=1 Ack=4294953665 Win=2433 Len=0 TSval=526217 TSecr=46173"
"3","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"4","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"5","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=1 Ack=4294957797 Win=2433 Len=0 TSval=526217 TSecr=46176"
"6","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"7","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=1 Ack=4294961929 Win=2433 Len=0 TSval=526217 TSecr=46176"
"8","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"9","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"10","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=1 Ack=4294966061 Win=2433 Len=0 TSval=526217 TSecr=46176"
"11","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"12","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=1 Ack=2897 Win=2433 Len=0 TSval=526217 TSecr=46176"
"13","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"14","2017-03-22 15:30:30","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"15","2017-03-22 15:30:30","192.168.100.1","192.168.60.6","SSH","102","Client: Encrypted packet (len=36)"
"16","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=5793 Win=2433 Len=0 TSval=526220 TSecr=46179"
"17","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"18","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=8689 Win=2433 Len=0 TSval=526220 TSecr=46179"
"19","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"20","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=11585 Win=2433 Len=0 TSval=526220 TSecr=46179"
"21","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"22","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=14481 Win=2433 Len=0 TSval=526220 TSecr=46179"
"23","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"24","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=17377 Win=2433 Len=0 TSval=526220 TSecr=46179"
"25","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"26","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=26065 Win=2425 Len=0 TSval=526220 TSecr=46179"
"27","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"28","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"29","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"30","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=28961 Win=2433 Len=0 TSval=526231 TSecr=46181"
"31","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"32","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=31857 Win=2433 Len=0 TSval=526231 TSecr=46181"
"33","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"34","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=34753 Win=2433 Len=0 TSval=526231 TSecr=46181"
"35","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"36","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=37649 Win=2433 Len=0 TSval=526231 TSecr=46181"
"37","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"38","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=40545 Win=2433 Len=0 TSval=526231 TSecr=46181"
"39","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"40","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=49233 Win=2433 Len=0 TSval=526231 TSecr=46181"
"41","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"42","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"43","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"44","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=52129 Win=2433 Len=0 TSval=526241 TSecr=46182"
"45","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"46","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=37 Ack=55025 Win=2433 Len=0 TSval=526241 TSecr=46182"
"47","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"48","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","SSH","102","Client: Encrypted packet (len=36)"
"49","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=57921 Win=2433 Len=0 TSval=526241 TSecr=46182"
"50","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1774","Server: Encrypted packet (len=1708)"
"51","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=60817 Win=2433 Len=0 TSval=526241 TSecr=46182"
"52","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=63713 Win=2433 Len=0 TSval=526241 TSecr=46182"
"53","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=66609 Win=2433 Len=0 TSval=526241 TSecr=46182"
"54","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=69505 Win=2433 Len=0 TSval=526241 TSecr=46182"
"55","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=72401 Win=2433 Len=0 TSval=526241 TSecr=46182"
"56","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=75297 Win=2433 Len=0 TSval=526253 TSecr=46186"
"57","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=78193 Win=2433 Len=0 TSval=526253 TSecr=46186"
"58","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=79901 Win=2433 Len=0 TSval=526254 TSecr=46186"
"59","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"60","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"61","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"62","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"63","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","70","Server: Encrypted packet (len=4)"
"64","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"65","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"66","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"67","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"68","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=82905 Win=2433 Len=0 TSval=526266 TSecr=46189"
"69","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87037 Win=2433 Len=0 TSval=526266 TSecr=46189"
"70","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"71","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"72","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"73","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"74","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"75","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"76","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"77","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"78","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"79","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"80","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"81","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"82","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"83","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87149 Win=2433 Len=0 TSval=526269 TSecr=46189"
"84","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","390","Server: Encrypted packet (len=324)"
"85","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87293 Win=2433 Len=0 TSval=526269 TSecr=46191"
"86","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87437 Win=2433 Len=0 TSval=526279 TSecr=46191"
"87","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87581 Win=2433 Len=0 TSval=526279 TSecr=46192"
"88","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87725 Win=2433 Len=0 TSval=526279 TSecr=46192"
"89","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=87869 Win=2433 Len=0 TSval=526279 TSecr=46192"
"90","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=88013 Win=2433 Len=0 TSval=526279 TSecr=46192"
"91","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=88157 Win=2433 Len=0 TSval=526279 TSecr=46192"
"92","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=88301 Win=2433 Len=0 TSval=526279 TSecr=46192"
"93","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"94","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"95","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"96","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"97","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"98","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"99","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"100","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"101","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"102","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"103","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"104","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"105","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"106","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"107","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"108","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","102","Server: Encrypted packet (len=36)"
"109","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"110","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=88877 Win=2433 Len=0 TSval=526294 TSecr=46194"
"111","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1254","Server: Encrypted packet (len=1188)"
"112","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=89057 Win=2433 Len=0 TSval=526304 TSecr=46198"
"113","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=89345 Win=2433 Len=0 TSval=526304 TSecr=46198"
"114","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=89489 Win=2433 Len=0 TSval=526304 TSecr=46198"
"115","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=89633 Win=2433 Len=0 TSval=526304 TSecr=46198"
"116","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=89777 Win=2433 Len=0 TSval=526304 TSecr=46198"
"117","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=91073 Win=2433 Len=0 TSval=526307 TSecr=46198"
"118","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","174","Server: Encrypted packet (len=108)"
"119","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"120","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"121","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"122","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"123","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"124","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"125","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"126","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"127","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"128","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","1302","Server: Encrypted packet (len=1236)"
"129","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"130","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=94077 Win=2433 Len=0 TSval=526319 TSecr=46204"
"131","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"132","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=98209 Win=2433 Len=0 TSval=526319 TSecr=46204"
"133","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"134","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"135","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=102341 Win=2433 Len=0 TSval=526319 TSecr=46204"
"136","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"137","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=106473 Win=2433 Len=0 TSval=526329 TSecr=46204"
"138","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"139","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"140","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=73 Ack=110605 Win=2433 Len=0 TSval=526329 TSecr=46204"
"141","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"142","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","SSH","102","Client: Encrypted packet (len=36)"
"143","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=109 Ack=114737 Win=2433 Len=0 TSval=526329 TSecr=46204"
"144","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"145","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"146","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=109 Ack=117633 Win=2433 Len=0 TSval=526332 TSecr=46207"
"147","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
"148","2017-03-22 15:30:31","192.168.100.1","192.168.60.6","TCP","66","51208  >  22 [ACK] Seq=109 Ack=120529 Win=2433 Len=0 TSval=526332 TSecr=46207"
"149","2017-03-22 15:30:31","192.168.60.6","192.168.100.1","SSH","2962","Server: Encrypted packet (len=2896)"
