"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","66","49397  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","60","80  >  49397 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"3","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"4","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","HTTP","638","GET /?NDEwODQ4&LjEFiQiCef&t4afa54af=xfEqfOFWPAfjj0DWLgRmlN8IU1kU_qGpjEOEwR-YhJaL-x2IYggRqaKlJLB_mhj2&rJBMHgz=c2My&kbwNSKBVQYOZW=Y2F0cw==&jCRfJEg=Zmx5&vctClVtrEYyk=c3BvcnQ=&UHCBObtWWZXCg=cmVzb3J0&mDuoWXzSqRxppIv=c3BvcnQ=&fds43ddf=w33QMvXcJx3QFYbGMvnDSKNbNk3WHViPxoyG9MildZ2qZGX_k7fDfF-qoVzcCgWR&VFaFhVw=c3BvcnQ= HTTP/1.1 "
"5","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","60","80  >  49397 [ACK] Seq=1 Ack=585 Win=64240 Len=0"
"6","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","1434","80  >  49397 [PSH, ACK] Seq=1 Ack=585 Win=64240 Len=1380 [TCP segment of a reassembled PDU]"
"7","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=585 Ack=1381 Win=62860 Len=0"
"8","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","7354","80  >  49397 [ACK] Seq=1381 Ack=585 Win=64240 Len=7300 [TCP segment of a reassembled PDU]"
"9","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","2331","80  >  49397 [PSH, ACK] Seq=8681 Ack=585 Win=64240 Len=2277 [TCP segment of a reassembled PDU]"
"10","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=585 Ack=10958 Win=63423 Len=0"
"11","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","2814","80  >  49397 [PSH, ACK] Seq=10958 Ack=585 Win=64240 Len=2760 [TCP segment of a reassembled PDU]"
"12","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=585 Ack=13718 Win=64240 Len=0"
"13","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","2814","80  >  49397 [PSH, ACK] Seq=13718 Ack=585 Win=64240 Len=2760 [TCP segment of a reassembled PDU]"
"14","2018-04-15 01:12:30","95.142.40.159","10.4.14.101","TCP","6954","80  >  49397 [PSH, ACK] Seq=16478 Ack=585 Win=64240 Len=6900 [TCP segment of a reassembled PDU]"
"15","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=585 Ack=19398 Win=64240 Len=0"
"16","2018-04-15 01:12:30","10.4.14.101","95.142.40.159","TCP","60","49397  >  80 [ACK] Seq=585 Ack=23378 Win=64240 Len=0"
